PROJ_NAME,TRACK GROUP,TRACK,DOMAIN,TASK,category,,
Becton Dickinson,MESSAGING DOMAIN,Messaging,Powershell,Mailbox Export/Restore Request,automatable,,
Becton Dickinson,MESSAGING DOMAIN,Messaging,Powershell,DL Owner or Permission change,automatable,,
Becton Dickinson,MESSAGING DOMAIN,Messaging,Powershell,DAG Failover/ DB Status check/Service restart,automatable,,
Becton Dickinson,MESSAGING DOMAIN,Messaging,Powershell,Restart exchange services,automatable,,
Becton Dickinson,MESSAGING DOMAIN,Messaging,Powershell,Exchange service failover ,automatable,,
Becton Dickinson,MESSAGING DOMAIN,Messaging,Powershell,Set of OOO,automatable,,
Becton Dickinson,MESSAGING DOMAIN,Messaging,Powershell,Change DL co-ownner,automatable,,
Becton Dickinson,MESSAGING DOMAIN,Messaging,Powershell,DAG Health status,automatable,,
Becton Dickinson,MESSAGING DOMAIN,Messaging,Powershell,O365 Distribution List Members Modification,automatable,,
Becton Dickinson,MESSAGING DOMAIN,Messaging,Powershell,O365 License Assigning,automatable,,
Becton Dickinson,MESSAGING DOMAIN,Messaging,Powershell,Exchange Queue status,automatable,,
Becton Dickinson,MESSAGING DOMAIN,Messaging,Powershell,Exchange Server Drive Space Status,automatable,,
Becton Dickinson,MESSAGING DOMAIN,Messaging,Powershell,Exchange Database Backup Status,automatable,,
Becton Dickinson,MESSAGING DOMAIN,Messaging,Powershell,RightFax Server Health Checkup,automatable,,
Becton Dickinson,MESSAGING DOMAIN,Messaging,Powershell,DL Creation and add Member,automatable,,
Becton Dickinson,MESSAGING DOMAIN,Messaging,Powershell,Exchange Certificate Status,automatable,,
Becton Dickinson,WINTEL DOMAIN,SAP User Provisioning,Powershell,Monaco & Fiji User Provisioning,automatable,,
Becton Dickinson,TOOLS DOMAIN,SCCM,Powershell,SCCM Report Automation,automatable,,
Becton Dickinson,SD AND DATACENTER DOMAIN,Security,Powershell,McAfee AV DAT compliance ,automatable,,
Becton Dickinson,SD AND DATACENTER DOMAIN,Security,Powershell,McAfee threat report,automatable,,
Becton Dickinson,SD AND DATACENTER DOMAIN,Security,Powershell, Email threat report,automatable,,
Becton Dickinson,SD AND DATACENTER DOMAIN,Security,Powershell, FireEye threat reports,automatable,,
Becton Dickinson,SD AND DATACENTER DOMAIN,Security,Powershell,Web policy violation report,automatable,,
Becton Dickinson,SD AND DATACENTER DOMAIN,Security,Powershell, Malware detection report (Firewall),automatable,,
Becton Dickinson,SD AND DATACENTER DOMAIN,Security,Powershell,Intrusion detection report (Firewall),automatable,,
Becton Dickinson,SD AND DATACENTER DOMAIN,Security,Powershell, Symantec  threat report,automatable,,
Becton Dickinson,SD AND DATACENTER DOMAIN,Security,Powershell, Ransomware detection report,automatable,,
Becton Dickinson,SD AND DATACENTER DOMAIN,Security,Powershell,Daily malware ticket report,automatable,,
Becton Dickinson,SD AND DATACENTER DOMAIN,Security,Powershell,ArcSight Health check report,automatable,,
Becton Dickinson,SD AND DATACENTER DOMAIN,Security,Powershell,Symantec AV DAT report,automatable,,
Becton Dickinson,TOOLS DOMAIN,Sharepoint,Powershell,Backup/Restore sites,automatable,,
Becton Dickinson,TOOLS DOMAIN,Sharepoint,"Tools, Optibot, Python & Misc",Health analyzer reports,automatable,,
Becton Dickinson,TOOLS DOMAIN,Sharepoint,"Tools, Optibot, Python & Misc",SharePoint site inventory,automatable,,
Becton Dickinson,TOOLS DOMAIN,Sharepoint,"Tools, Optibot, Python & Misc",Sitecollections administrators list,automatable,,
Becton Dickinson,MESSAGING DOMAIN,Skype,Powershell,Skype Environment Health,automatable,,
Becton Dickinson,MESSAGING DOMAIN,Skype,Powershell,Office Web App Helath status,automatable,,
Becton Dickinson,MESSAGING DOMAIN,Skype,Powershell,Key Health index report,automatable,,
Becton Dickinson,MESSAGING DOMAIN,Skype,Powershell,DFS File Store Status,automatable,,
Becton Dickinson,MESSAGING DOMAIN,Skype,Powershell,Drive space report,automatable,,
Becton Dickinson,MESSAGING DOMAIN,Skype,Powershell,Backup status,automatable,,
Becton Dickinson,MESSAGING DOMAIN,Skype,Powershell,Adding users to Persistant chat,automatable,,
Becton Dickinson,MESSAGING DOMAIN,Skype,Powershell,"Presence, IM, AV health status",automatable,,
Becton Dickinson,MESSAGING DOMAIN,Skype,Powershell,Certificates status,automatable,,
Becton Dickinson,MESSAGING DOMAIN,Skype,Powershell,CMS store replication status,automatable,,
Becton Dickinson,MESSAGING DOMAIN,Skype,Powershell,Users registrar Per pool status,automatable,,
Becton Dickinson,MESSAGING DOMAIN,Skype,Powershell,SQL Mirroring Status,automatable,,
Becton Dickinson,MESSAGING DOMAIN,Skype,Powershell,Skype services restart,automatable,,
Becton Dickinson,STORAGE AND BACKUP DOMAIN,Storage,Powershell,Report future expansion of size/ rate of growth,automatable,,
Becton Dickinson,STORAGE AND BACKUP DOMAIN,Storage,Powershell,Raw capacity report,automatable,,
Becton Dickinson,STORAGE AND BACKUP DOMAIN,Storage,Powershell,Chargeback reports,automatable,,
Becton Dickinson,STORAGE AND BACKUP DOMAIN,Storage,Powershell,Check on volume space allocations versus actual utilized to avoid excess allocation of space and reclaim back,automatable,,
Becton Dickinson,STORAGE AND BACKUP DOMAIN,Storage,Powershell,Replication status,automatable,,
Becton Dickinson,STORAGE AND BACKUP DOMAIN,Storage,Powershell,Configure hardware failure alert,automatable,,
Becton Dickinson,STORAGE AND BACKUP DOMAIN,Storage,Powershell,Audit log Monitoring,automatable,,
Becton Dickinson,STORAGE AND BACKUP DOMAIN,Storage,Powershell,Netapp Aggregate Report,automatable,,
Becton Dickinson,STORAGE AND BACKUP DOMAIN,Storage,Powershell,Netapp failed Disk report,automatable,,
Becton Dickinson,STORAGE AND BACKUP DOMAIN,Storage,Powershell,Netapp Deduplication status,automatable,,
Becton Dickinson,STORAGE AND BACKUP DOMAIN,Storage,Powershell,Netapp volume growth,automatable,,
Becton Dickinson,STORAGE AND BACKUP DOMAIN,Storage,Powershell,Netapp Snapmirror status,automatable,,
Becton Dickinson,STORAGE AND BACKUP DOMAIN,Storage,Powershell,Netapp LUN latency,automatable,,
Becton Dickinson,STORAGE AND BACKUP DOMAIN,Storage,Powershell,Netapp snapshot checks,automatable,,
Becton Dickinson,STORAGE AND BACKUP DOMAIN,Storage,Powershell,Create and export a volume as a NFS share  ,automatable,,
Becton Dickinson,STORAGE AND BACKUP DOMAIN,Storage,Powershell,Creating Volume,automatable,,
Becton Dickinson,STORAGE AND BACKUP DOMAIN,Storage,Powershell,Creating Lun,automatable,,
Becton Dickinson,STORAGE AND BACKUP DOMAIN,Storage,BashShellScript,increasing /decreasing size of Lun,automatable,,
Becton Dickinson,STORAGE AND BACKUP DOMAIN,Storage,Powershell,Qtree/ Exports Management/CIFS Share/NFS export,automatable,,
Becton Dickinson,STORAGE AND BACKUP DOMAIN,Storage,Powershell,Quota Management (Hard/Soft),automatable,,
Becton Dickinson,TOOLS DOMAIN,TEM,Powershell,HRIS information update in Tangoe,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix - Linux,BashShellScript,Linux Installation via DVD media,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix - Linux,BashShellScript,Implementing OS Upgrade,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix - Linux,BashShellScript,Add/Remove/modify users,automatable,,
Becton Dickinson,UNIX DOMAIN,UNIX & Linux,BashShellScript,Add/Remove/modify groups,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix - Linux,BashShellScript,File System Housekeeping,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix - Linux,ShellScript,Resolve File System Inconsistencies - fsck run on single user/partitions,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix - Linux,ShellScript,Configuring Swap Space,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix - Linux,ShellScript,Changing Swap spaces dynamically,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix - Linux,BashShellScript,Add/Remove/Modify Volume Group,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix - Linux,BashShellScript,Add/Remove/Modify Logical Volume,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix - Linux,BashShellScript,Add/Remove/Modify physical volumes to existing volume group,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix,ShellScript,Check Patch/packages,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix - Linux,ShellScript,Install/Freshen/upgrade/remove packages,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix - Linux,BashShellScript,Install Patch/packages from Yum Repo,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix - Linux,Powershell,Check/Start/Stop/ NFS daemons,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix,ShellScript,Export/Un-export NFS filesystems,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix,BashShellScript,Managing the NFS Client,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix - Linux,BashShellScript,Managing  syslog report,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix - Linux,ShellScript,Monitor CPU Utilization,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix - Linux,ShellScript,Monitor Memory Utilization,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix,ShellScript,scan LUNs ( local and Storage Disk) details,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix - Linux,ShellScript,Vmware Tools Installation/Upgrade,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix,ShellScript,Check the File System status,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix - Solaris,Powershell,File System Housekeeping (like Disk Usage and Free Space)  (3 predefined parameters),automatable,,
Becton Dickinson,UNIX DOMAIN,Unix - Solaris,ShellScript,Listing of Swap space and device,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix - Solaris,BashShellScript,Attached  & Deattached Disk  from SVM.,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix - Linux,CA-ITPAM,Monitor CPU Utilization ,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix - Solaris,ShellScript,Monitor I/O Utilization,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix - Solaris,ShellScript,Multipathing configuration -using the existing commands ,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix - Solaris,BashShellScript,Solaris Patching ,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix - Solaris,Powershell,Virtual Server Build ,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix - Solaris,BashShellScript,"Software Upgrades ( VxVM, Powerpath, Vormetric)",automatable,,
Becton Dickinson,UNIX DOMAIN,Unix - Solaris,ShellScript,Install and upgrade firmware using existing command lines,automatable,,
Becton Dickinson,UNIX DOMAIN,UNIX & Linux,ShellScript,Administating File and Directory & Special permissions,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix - Solaris,ShellScript,Resolve File System Inconsistencies,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix - Solaris,Powershell,Monitor File System Usage  (3 predefined parameters),automatable,,
Becton Dickinson,UNIX DOMAIN,Unix - Solaris,ShellScript,Mirror and Unmirroring OS Disk ,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix - Solaris,ShellScript,Adding Print queues (/etc/hosts entries),automatable,,
Becton Dickinson,UNIX DOMAIN,UNIX & Linux,ShellScript,Create/Delete/Modifiy print queues,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix - Solaris,BashShellScript,Scheduling an Automatic Recurring Execution of processes,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix - Solaris,ShellScript,Terminate Processes with kill,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix - Solaris,BashShellScript,Administrering Zones using Home grown Clusters,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix - Solaris,BashShellScript,Start/Stop of SAP Cis during Server Reboot (Patching),automatable,,
Becton Dickinson,UNIX DOMAIN,UNIX & Linux,ShellScript,Reset locked/unlock user account,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix - Linux,ShellScript,File System Housekeeping,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix-Aix,BashShellScript,Start/Stop syslogd daemon,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix - Linux,CA-ITPAM,Monitor CPU Utilization,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix-Aix,ShellScript,Monitor the I/O Utilization,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix-Aix,BashShellScript,Analysis of performance utilization,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix-Aix,BashShellScript,Installing filesets,automatable,,
Becton Dickinson,UNIX DOMAIN,Unix-Aix,BashShellScript,AIX Upgrades,automatable,,
Becton Dickinson,WINTEL DOMAIN,Windows,Powershell,C: Drive housekeeping Automation,automatable,,
Becton Dickinson,WINTEL DOMAIN,Windows,Powershell,Service health check/restart,automatable,,
Becton Dickinson,WINTEL DOMAIN,Windows,Powershell,Host down/Failed to connect/contact server,automatable,,
Becton Dickinson,NETWORKS DOMAIN,Network,Powershell,CPU Utilization,automatable,,
Becton Dickinson,UNIX DOMAIN,UNIX & Linux,Powershell,Memory Utilization,automatable,,
Becton Dickinson,WINTEL DOMAIN,Windows,Powershell,Disk Utilization,automatable,,
Becton Dickinson,WINTEL DOMAIN,Windows,Powershell,Unable to Access/Ping/RDP server,automatable,,
Becton Dickinson,WINTEL DOMAIN,Windows,Powershell,Windows Physical /Virtual Server Reboot ,automatable,,
Becton Dickinson,WINTEL DOMAIN,Windows,Powershell,vCenter Daily Health Check ,automatable,,
Becton Dickinson,WINTEL DOMAIN,Windows,Powershell,vCenter Capacity Management,automatable,,
Becton Dickinson,WINTEL DOMAIN,Windows,Powershell,Post Patching health check,automatable,,
Becton Dickinson,WINTEL DOMAIN,Windows,"Tools, Optibot, Python & Misc",Cluster failover monitoring,automatable,,
Becton Dickinson,WINTEL DOMAIN,Windows,Powershell,Server RU data,automatable,,
Becton Dickinson,WINTEL DOMAIN,Windows,Powershell,Windows availability report,automatable,,
Blue Cross & Blue Shield - Rhode Island,SD AND DATACENTER DOMAIN,ICC,CA-ITPAM,Monitoring Emails Alerts,automatable,,
Blue Cross & Blue Shield - Rhode Island,SD AND DATACENTER DOMAIN,ICC,Powershell,Snow incident/Task Aging report,automatable,,
Blue Cross & Blue Shield - Rhode Island,SD AND DATACENTER DOMAIN,ICC,Powershell,UAT component check,automatable,,
Blue Cross & Blue Shield - Rhode Island,SD AND DATACENTER DOMAIN,ICC,Powershell,Daily Reboot Status,automatable,,
Blue Cross & Blue Shield - Rhode Island,SD AND DATACENTER DOMAIN,ICC,Powershell,Moving Servers into maintainance - Tools,automatable,,
Blue Cross & Blue Shield - Rhode Island,SD AND DATACENTER DOMAIN,ICC,Powershell,Monitoring/Creating Incidents for Infrastructure alerts,automatable,,
Blue Cross & Blue Shield - Rhode Island,SD AND DATACENTER DOMAIN,ICC,Powershell,Monitoring the TSM DB backup status,automatable,,
Blue Cross & Blue Shield - Rhode Island,SD AND DATACENTER DOMAIN,ICC,Powershell,VDI Reboots,automatable,,
Blue Cross & Blue Shield - Rhode Island,SD AND DATACENTER DOMAIN,ICC,Powershell,Callidus Software,automatable,,
Blue Cross & Blue Shield - Rhode Island,SD AND DATACENTER DOMAIN,Security,Powershell,SEPM DB Connectivity,automatable,,
Blue Cross & Blue Shield - Rhode Island,SD AND DATACENTER DOMAIN,Security,Powershell,SEP server Time Misconfiguration,automatable,,
Blue Cross & Blue Shield - Rhode Island,SD AND DATACENTER DOMAIN,Security,Powershell,SEP AV definitions out of date,automatable,,
Blue Cross & Blue Shield - Rhode Island,SD AND DATACENTER DOMAIN,Security,Powershell,SEP DB backup,automatable,,
Blue Cross & Blue Shield - Rhode Island,SD AND DATACENTER DOMAIN,Security,Powershell,SEP Hung Lucomserver (Liveupdate),automatable,,
Blue Cross & Blue Shield - Rhode Island,SD AND DATACENTER DOMAIN,Security,Powershell,SEP Windows service failure,automatable,,
Blue Cross & Blue Shield - Rhode Island,SD AND DATACENTER DOMAIN,Security,Powershell,SEP License expiry,automatable,,
Blue Cross & Blue Shield - Rhode Island,SD AND DATACENTER DOMAIN,Security,Powershell,SEP License over deployed,automatable,,
Blue Cross & Blue Shield - Rhode Island,SD AND DATACENTER DOMAIN,Security,Powershell,SEP Syslog configuration for SEPM,automatable,,
Blue Cross & Blue Shield - Rhode Island,SD AND DATACENTER DOMAIN,Security,Powershell,Operator Lockout,automatable,,
Blue Cross & Blue Shield - Rhode Island,SD AND DATACENTER DOMAIN,Security,Powershell,Allocation/Deallocation Alert,automatable,,
Blue Cross & Blue Shield - Rhode Island,SD AND DATACENTER DOMAIN,Security,Powershell,Lost Token Report automation,automatable,,
Blue Cross & Blue Shield - Rhode Island,SD AND DATACENTER DOMAIN,Security,Powershell,Enrolment Lock out,automatable,,
Blue Cross & Blue Shield - Rhode Island,SD AND DATACENTER DOMAIN,Security,Powershell,Hardware Assignment Notification,automatable,,
Blue Cross & Blue Shield - Rhode Island,SD AND DATACENTER DOMAIN,Security,Powershell,Provisioning Notification,automatable,,
Blue Cross & Blue Shield - Rhode Island,SD AND DATACENTER DOMAIN,Security,Powershell,LDAP Sync Notification,automatable,,
Blue Cross & Blue Shield - Rhode Island,STORAGE AND BACKUP DOMAIN,Backup,ShellScript,Database and log backup configuration,automatable,,
Blue Cross & Blue Shield - Rhode Island,STORAGE AND BACKUP DOMAIN,Backup,BashShellScript,Special database backup management,automatable,,
Blue Cross & Blue Shield - Rhode Island,STORAGE AND BACKUP DOMAIN,Backup,BashShellScript,Monitor storage pool,automatable,,
Blue Cross & Blue Shield - Rhode Island,STORAGE AND BACKUP DOMAIN,Backup,BashShellScript,Backup Window monitoring and analysis,automatable,,
Blue Cross & Blue Shield - Rhode Island,STORAGE AND BACKUP DOMAIN,Backup,BashShellScript,Daily backup report generation,automatable,,
